,value,occ_title,Unnamed: 0,occ_code,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,class
728,,musicians and singers,457.0,27-2042,detailed,"40,170",3.1,35.86,*,2.4,9.70,15.74,26.96,47.90,69.81,*,*,*,*,*,,True,Middle Income
729,,"miscellaneous entertainers and performers, sports and related workers",458.0,27-2090,broad,"11,440",17.7,23.15,*,3.0,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,True,Middle Income
730,,media and communication workers,460.0,27-3000,minor,"581,520",0.7,31.07,"64,620",0.4,13.27,18.86,27.09,37.79,51.63,"27,590","39,230","56,340","78,600","107,400",,,Middle Income
731,,radio and television announcers,462.0,27-3011,detailed,"28,580",2.6,22.90,"47,630",1.7,9.06,10.92,15.60,24.14,40.15,"18,840","22,710","32,450","50,210","83,520",,,Middle Income
732,,public address system and other announcers,463.0,27-3012,detailed,"7,920",6.2,20.07,"41,740",5.4,8.81,10.18,13.67,22.99,39.14,"18,330","21,170","28,440","47,820","81,410",,,Middle Income
733,,broadcast news analysts,465.0,27-3021,detailed,"5,700",8.2,42.43,"88,250",3.1,12.75,17.33,30.24,49.95,94.00,"26,510","36,050","62,910","103,900","195,520",,,Middle Income
734,,reporters and correspondents,466.0,27-3022,detailed,"38,790",2.5,24.79,"51,550",1.6,11.04,13.91,18.93,30.05,43.53,"22,970","28,930","39,370","62,500","90,540",,,Middle Income
735,,writers and editors,469.0,27-3040,broad,"192,160",1.1,34.02,"70,760",0.6,15.85,21.87,30.15,40.76,55.38,"32,970","45,500","62,720","84,780","115,190",,,Middle Income
736,,interpreters and translators,474.0,27-3091,detailed,"53,150",3.2,24.90,"51,790",1.4,12.32,16.65,22.69,30.38,39.56,"25,620","34,620","47,190","63,180","82,290",,,Middle Income
737,,"media and communication workers, all other",475.0,27-3099,detailed,"21,510",5.1,25.56,"53,160",1.9,11.51,15.02,23.03,32.59,44.66,"23,940","31,250","47,900","67,790","92,890",,,Middle Income
738,,media and communication equipment workers,476.0,27-4000,minor,"237,240",1.4,26.82,"55,780",1.4,10.74,14.70,21.91,33.37,47.18,"22,350","30,570","45,570","69,410","98,130",,,Middle Income
739,,broadcast and sound engineering technicians and radio operators,477.0,27-4010,broad,"117,270",2.1,23.88,"49,660",0.9,11.13,14.88,20.51,29.67,40.94,"23,150","30,950","42,660","61,720","85,160",,,Middle Income
740,,audio and video equipment technicians,478.0,27-4011,detailed,"72,740",2.2,22.85,"47,530",0.8,11.88,15.29,20.28,28.39,37.77,"24,710","31,800","42,190","59,060","78,570",,,Middle Income
741,,broadcast technicians,479.0,27-4012,detailed,"30,390",5.0,22.47,"46,730",1.5,9.89,12.88,18.78,29.68,40.27,"20,570","26,790","39,060","61,740","83,760",,,Middle Income
742,,radio operators,480.0,27-4013,detailed,770,6.5,21.39,"44,490",2.7,10.19,14.25,21.31,27.91,32.29,"21,190","29,640","44,330","58,060","67,160",,,Middle Income
743,,sound engineering technicians,481.0,27-4014,detailed,"13,370",4.3,32.78,"68,180",2.4,12.44,17.41,26.83,42.87,60.21,"25,880","36,220","55,810","89,160","125,230",,,Middle Income
744,,"camera operators, television, video, and motion picture",485.0,27-4031,detailed,"20,860",3.1,29.58,"61,530",2.0,12.30,17.56,25.74,37.01,49.51,"25,580","36,530","53,550","76,980","102,980",,,Middle Income
745,,film and video editors,486.0,27-4032,detailed,"30,770",4.1,40.36,"83,950",3.7,14.44,19.93,29.41,46.80,78.57,"30,040","41,460","61,180","97,340","163,440",,,Middle Income
746,,miscellaneous media and communication equipment workers,487.0,27-4090,broad,"19,030",5.0,37.27,"77,520",1.2,15.82,27.05,38.22,46.92,56.21,"32,900","56,270","79,500","97,580","116,910",,,Middle Income
747,,"media and communication equipment workers, all other",488.0,27-4099,detailed,"19,030",5.0,37.27,"77,520",1.2,15.82,27.05,38.22,46.92,56.21,"32,900","56,270","79,500","97,580","116,910",,,Middle Income
748,,healthcare practitioners and technical occupations,489.0,29-0000,major,"8,506,740",0.3,38.83,"80,760",0.2,15.86,22.28,31.14,44.79,66.29,"32,990","46,340","64,770","93,160","137,890",,,Middle Income
749,,health diagnosing and treating practitioners,490.0,29-1000,minor,"5,269,630",0.4,48.45,"100,780",0.3,24.38,29.35,38.21,54.54,86.62,"50,700","61,040","79,480","113,450","180,170",,,Middle Income
750,,"dentists, general",494.0,29-1021,detailed,"110,400",1.9,83.71,"174,110",1.2,33.28,50.38,72.81,#,#,"69,210","104,800","151,440",#,#,,,High Income
751,,oral and maxillofacial surgeons,495.0,29-1022,detailed,"4,800",9.8,116.70,"242,740",3.7,32.73,84.47,#,#,#,"68,070","175,690",#,#,#,,,High Income
752,,orthodontists,496.0,29-1023,detailed,"5,080",8.5,110.28,"229,380",3.7,37.68,70.89,#,#,#,"78,370","147,450",#,#,#,,,High Income
753,,prosthodontists,497.0,29-1024,detailed,430,29.5,94.69,"196,960",13.3,46.26,57.14,89.02,#,#,"96,220","118,850","185,150",#,#,,,High Income
754,,"dentists, all other specialists",498.0,29-1029,detailed,"4,590",10.4,96.15,"199,980",4.1,41.26,67.33,91.75,#,#,"85,810","140,050","190,840",#,#,,,High Income
755,,anesthesiologists,506.0,29-1061,detailed,"30,590",5.3,127.88,"265,990",1.6,59.42,#,#,#,#,"123,580",#,#,#,#,,,High Income
756,,family and general practitioners,507.0,29-1062,detailed,"126,440",2.0,100.27,"208,560",1.0,35.21,66.39,95.55,#,#,"73,240","138,100","198,740",#,#,,,High Income
757,,"internists, general",508.0,29-1063,detailed,"42,280",3.5,95.37,"198,370",2.5,28.25,52.54,92.75,#,#,"58,770","109,280","192,930",#,#,,,High Income
758,,obstetricians and gynecologists,509.0,29-1064,detailed,"18,880",4.0,113.10,"235,240",1.4,44.81,80.32,#,#,#,"93,200","167,050",#,#,#,,,High Income
759,,"pediatricians, general",510.0,29-1065,detailed,"28,990",5.1,90.16,"187,540",1.4,39.74,63.37,83.00,#,#,"82,670","131,810","172,650",#,#,,,High Income
760,,psychiatrists,511.0,29-1066,detailed,"25,250",3.3,103.89,"216,090",1.6,34.41,68.97,#,#,#,"71,560","143,450",#,#,#,,,High Income
761,,surgeons,512.0,29-1067,detailed,"38,600",3.3,121.10,"251,890",1.3,42.48,93.80,#,#,#,"88,360","195,110",#,#,#,,,High Income
762,,"physicians and surgeons, all other",513.0,29-1069,detailed,"355,460",1.6,101.63,"211,390",0.8,29.04,60.24,#,#,#,"60,390","125,310",#,#,#,,,High Income
763,,therapists,518.0,29-1120,broad,"676,140",0.7,37.86,"78,740",0.2,22.62,28.72,36.79,46.08,55.74,"47,050","59,740","76,530","95,840","115,930",,,Middle Income
764,,exercise physiologists,525.0,29-1128,detailed,"6,300",3.5,26.31,"54,730",2.0,16.47,19.57,23.60,29.73,37.70,"34,250","40,700","49,090","61,840","78,410",,,Middle Income
765,,"therapists, all other",526.0,29-1129,detailed,"12,020",5.6,28.02,"58,290",1.8,15.61,19.09,25.89,34.39,45.74,"32,470","39,700","53,850","71,540","95,130",,,Middle Income
766,,nurse midwives,533.0,29-1160,broad,"6,530",5.2,49.83,"103,640",1.3,31.97,41.62,48.36,58.09,69.07,"66,500","86,570","100,590","120,830","143,650",,,High Income
767,,nurse practitioners,535.0,29-1170,broad,"166,280",1.3,51.68,"107,480",0.4,35.98,42.70,49.94,59.17,70.01,"74,840","88,810","103,880","123,070","145,630",,,High Income
768,,miscellaneous health diagnosing and treating practitioners,539.0,29-1190,broad,"35,970",2.3,40.49,"84,210",1.4,19.76,26.71,35.49,51.73,66.43,"41,100","55,560","73,830","107,610","138,160",,,Middle Income
769,,health technologists and technicians,541.0,29-2000,minor,"3,075,910",0.4,22.74,"47,310",0.2,12.53,15.91,20.95,28.03,36.37,"26,070","33,100","43,590","58,300","75,660",,,Middle Income
770,,cardiovascular technologists and technicians,547.0,29-2031,detailed,"56,130",1.4,27.52,"57,250",0.6,13.79,17.86,26.57,35.39,43.64,"28,680","37,140","55,270","73,610","90,760",,,Middle Income
771,,diagnostic medical sonographers,548.0,29-2032,detailed,"68,750",1.2,35.19,"73,200",0.5,24.40,28.42,34.33,40.53,48.00,"50,760","59,110","71,410","84,300","99,840",,,Middle Income
772,,nuclear medicine technologists,549.0,29-2033,detailed,"18,930",1.4,37.33,"77,660",0.4,26.16,31.08,36.38,43.54,49.84,"54,410","64,640","75,660","90,550","103,660",,,Middle Income
773,,radiologic technologists,550.0,29-2034,detailed,"201,200",0.8,29.00,"60,320",0.3,19.15,22.78,28.10,34.52,40.44,"39,840","47,380","58,440","71,810","84,110",,,Middle Income
774,,magnetic resonance imaging technologists,551.0,29-2035,detailed,"37,490",2.0,33.89,"70,490",0.4,23.37,27.92,33.62,39.07,46.86,"48,600","58,080","69,930","81,260","97,460",,,Middle Income
775,,dietetic technicians,555.0,29-2051,detailed,"33,370",3.0,14.24,"29,610",0.7,9.13,10.51,12.74,16.82,22.10,"18,990","21,860","26,500","34,980","45,970",,,Low Income
776,,pharmacy technicians,556.0,29-2052,detailed,"417,720",0.8,15.90,"33,060",0.3,10.58,12.45,15.26,18.53,22.58,"22,000","25,900","31,750","38,540","46,980",,,Low Income
777,,psychiatric technicians,557.0,29-2053,detailed,"66,930",1.5,17.34,"36,070",1.2,10.54,12.49,15.23,20.35,28.65,"21,930","25,980","31,670","42,320","59,600",,,Middle Income
778,,respiratory therapy technicians,558.0,29-2054,detailed,"9,600",3.6,24.47,"50,900",1.0,14.90,19.44,24.21,29.52,35.25,"30,990","40,430","50,350","61,390","73,330",,,Middle Income
779,,surgical technologists,559.0,29-2055,detailed,"106,470",1.1,23.11,"48,060",0.3,15.61,18.28,22.26,27.27,32.21,"32,470","38,020","46,310","56,720","67,000",,,Middle Income
780,,veterinary technologists and technicians,560.0,29-2056,detailed,"103,430",1.9,16.69,"34,710",0.6,11.00,13.19,16.06,19.17,23.73,"22,880","27,430","33,400","39,860","49,350",,,Middle Income
781,,ophthalmic medical technicians,561.0,29-2057,detailed,"48,060",3.0,18.03,"37,500",0.6,12.05,14.18,17.27,21.19,25.10,"25,050","29,490","35,910","44,070","52,200",,,Middle Income
782,,orthotists and prosthetists,569.0,29-2091,detailed,"7,840",4.7,34.12,"70,970",2.1,17.33,23.72,31.85,41.11,50.43,"36,050","49,340","66,240","85,500","104,900",,,Middle Income
783,,hearing aid specialists,570.0,29-2092,detailed,"7,380",6.6,27.42,"57,030",1.8,13.97,19.07,26.38,33.72,42.75,"29,060","39,670","54,860","70,140","88,920",,,Middle Income
784,,"health technologists and technicians, all other",571.0,29-2099,detailed,"124,390",1.6,22.45,"46,690",0.6,13.25,15.99,20.10,27.06,34.80,"27,560","33,260","41,800","56,290","72,390",,,Middle Income
785,,occupational health and safety specialists and technicians,573.0,29-9010,broad,"98,830",0.9,33.71,"70,120",0.3,18.29,24.41,32.56,41.55,49.74,"38,050","50,770","67,720","86,410","103,450",,,Middle Income
786,,occupational health and safety specialists,574.0,29-9011,detailed,"81,330",0.9,35.38,"73,600",0.3,20.04,26.48,34.51,43.06,50.88,"41,670","55,080","71,780","89,570","105,840",,,Middle Income
787,,occupational health and safety technicians,575.0,29-9012,detailed,"17,490",2.1,25.93,"53,930",0.7,15.22,18.45,24.02,30.88,39.52,"31,650","38,380","49,960","64,220","82,190",,,Middle Income
788,,miscellaneous health practitioners and technical workers,576.0,29-9090,broad,"62,360",1.6,27.19,"56,550",0.9,13.53,17.95,23.72,33.54,46.92,"28,130","37,340","49,340","69,770","97,590",,,Middle Income
789,,athletic trainers,577.0,29-9091,detailed,"25,010",2.5,*,"48,630",0.7,*,*,*,*,*,"30,740","38,250","46,630","57,160","69,530",True,,Middle Income
790,,genetic counselors,578.0,29-9092,detailed,"2,660",7.8,37.56,"78,130",1.5,24.68,31.40,37.25,44.67,50.06,"51,340","65,310","77,480","92,910","104,130",,,Middle Income
791,,"healthcare practitioners and technical workers, all other",579.0,29-9099,detailed,"34,700",2.1,29.13,"60,600",1.3,12.84,17.04,24.77,38.88,51.77,"26,710","35,440","51,530","80,870","107,670",,,Middle Income
792,,healthcare support occupations,580.0,31-0000,major,"4,113,410",0.4,15.05,"31,310",0.2,9.84,11.28,13.80,17.53,22.44,"20,470","23,450","28,710","36,460","46,680",,,Low Income
793,,home health aides,583.0,31-1011,detailed,"820,960",1.4,11.67,"24,280",0.4,8.87,9.92,11.16,12.79,15.03,"18,450","20,640","23,210","26,600","31,260",,,Low Income
794,,psychiatric aides,584.0,31-1013,detailed,"65,770",2.0,14.10,"29,330",0.9,9.39,11.14,13.04,16.61,20.80,"19,520","23,160","27,110","34,550","43,270",,,Low Income
795,,nursing assistants,585.0,31-1014,detailed,"1,453,670",0.5,13.72,"28,540",0.2,9.94,11.22,13.23,15.49,18.57,"20,680","23,330","27,520","32,220","38,630",,,Low Income
796,,orderlies,586.0,31-1015,detailed,"52,630",2.3,13.94,"28,990",0.6,9.73,10.93,13.07,16.20,19.52,"20,240","22,730","27,180","33,700","40,610",,,Low Income
797,,occupational therapy and physical therapist assistants and aides,587.0,31-2000,minor,"188,850",1.2,23.70,"49,300",0.5,11.04,14.61,24.28,30.58,36.93,"22,950","30,390","50,510","63,600","76,820",,,Middle Income
798,,occupational therapy assistants,589.0,31-2011,detailed,"41,650",2.3,28.59,"59,470",0.6,18.76,23.55,28.51,34.03,38.62,"39,020","48,970","59,310","70,770","80,320",,,Middle Income
799,,occupational therapy aides,590.0,31-2012,detailed,"7,740",7.4,16.24,"33,780",3.1,9.97,11.43,14.04,18.23,28.41,"20,730","23,770","29,200","37,920","59,100",,,Middle Income
800,,physical therapist assistants,592.0,31-2021,detailed,"90,170",1.4,27.70,"57,620",0.4,17.27,22.49,27.61,32.58,38.17,"35,930","46,780","57,430","67,770","79,380",,,Middle Income
801,,physical therapist aides,593.0,31-2022,detailed,"49,290",2.4,13.42,"27,910",0.8,9.43,10.64,12.37,14.92,18.50,"19,620","22,120","25,730","31,040","38,490",,,Low Income
802,,other healthcare support occupations,594.0,31-9000,minor,"1,531,520",0.5,17.14,"35,650",0.2,11.05,13.30,16.31,19.75,24.28,"22,980","27,660","33,920","41,080","50,500",,,Middle Income
803,,miscellaneous healthcare support occupations,597.0,31-9090,broad,"1,428,220",0.5,16.82,"34,980",0.2,11.15,13.30,16.18,19.45,23.73,"23,180","27,660","33,660","40,450","49,350",,,Middle Income
804,,medical equipment preparers,600.0,31-9093,detailed,"53,920",1.5,17.82,"37,060",0.4,11.83,13.86,17.00,20.95,25.11,"24,600","28,830","35,370","43,570","52,240",,,Middle Income
805,,"healthcare support workers, all other",605.0,31-9099,detailed,"92,030",1.8,18.56,"38,600",0.9,10.85,13.61,17.89,22.43,26.78,"22,570","28,310","37,220","46,650","55,700",,,Middle Income
806,,protective service occupations,606.0,33-0000,major,"3,408,680",0.4,22.69,"47,190",0.6,10.13,12.84,19.01,29.37,40.61,"21,070","26,700","39,550","61,080","84,470",,,Middle Income
807,,supervisors of protective service workers,607.0,33-1000,minor,"280,260",0.5,35.97,"74,810",0.7,17.58,23.96,33.38,45.86,58.54,"36,570","49,850","69,440","95,390","121,770",,,Middle Income
808,,first-line supervisors of law enforcement workers,608.0,33-1010,broad,"147,140",0.4,40.62,"84,490",0.6,22.11,28.30,38.52,50.14,62.84,"45,980","58,860","80,120","104,290","130,710",,,Middle Income
809,,"miscellaneous first-line supervisors, protective service workers",613.0,33-1090,broad,"74,430",1.3,25.02,"52,040",0.8,13.23,16.96,23.77,30.01,38.58,"27,520","35,270","49,430","62,420","80,240",,,Middle Income
810,,fire fighting and prevention workers,615.0,33-2000,minor,"333,760",0.7,25.13,"52,260",0.7,11.89,16.21,23.76,32.23,40.34,"24,720","33,710","49,410","67,030","83,910",,,Middle Income
811,,fire inspectors and investigators,619.0,33-2021,detailed,"11,940",2.6,29.93,"62,260",1.0,16.73,21.34,28.49,37.12,46.14,"34,800","44,390","59,260","77,210","95,960",,,Middle Income
812,,forest fire inspectors and prevention specialists,620.0,33-2022,detailed,"1,960",2.1,22.11,"45,990",1.0,12.29,14.22,17.97,27.54,38.54,"25,570","29,570","37,380","57,280","80,160",,,Middle Income
813,,law enforcement workers,621.0,33-3000,minor,"1,235,290",0.4,28.75,"59,790",0.7,15.55,19.24,26.21,36.41,45.77,"32,350","40,010","54,520","75,730","95,200",,,Middle Income
814,,bailiffs,623.0,33-3011,detailed,"18,480",1.4,22.21,"46,190",1.0,11.51,15.73,20.65,29.03,35.61,"23,950","32,730","42,960","60,370","74,060",,,Middle Income
815,,correctional officers and jailers,624.0,33-3012,detailed,"428,870",0.5,22.88,"47,600",0.7,14.20,16.75,20.93,27.81,36.03,"29,540","34,830","43,540","57,850","74,940",,,Middle Income
816,,fish and game wardens,627.0,33-3030,broad,"6,020",2.9,28.16,"58,570",0.8,18.83,22.23,27.12,33.20,38.40,"39,170","46,230","56,410","69,060","79,870",,,Middle Income
817,,parking enforcement workers,629.0,33-3040,broad,"8,660",3.5,19.63,"40,840",1.4,11.25,14.06,18.76,24.78,29.66,"23,390","29,240","39,030","51,540","61,690",,,Middle Income
818,,police and sheriff's patrol officers,632.0,33-3051,detailed,"662,390",0.5,31.00,"64,490",0.9,16.84,21.62,29.35,38.57,48.37,"35,020","44,980","61,050","80,230","100,610",,,Middle Income
819,,transit and railroad police,633.0,33-3052,detailed,"5,520",7.1,34.27,"71,280",1.9,21.57,27.68,33.79,41.05,48.19,"44,870","57,570","70,280","85,380","100,240",,,Middle Income
820,,other protective service workers,634.0,33-9000,minor,"1,559,360",0.7,14.98,"31,170",0.5,9.24,10.56,13.05,17.71,23.56,"19,220","21,970","27,150","36,840","49,000",,,Low Income
821,,gaming surveillance officers and gaming investigators,640.0,33-9031,detailed,"10,290",3.7,17.39,"36,160",1.3,11.06,13.02,15.99,20.30,26.19,"23,010","27,080","33,260","42,220","54,480",,,Middle Income
822,,security guards,641.0,33-9032,detailed,"1,105,440",0.9,14.78,"30,730",0.7,9.44,10.68,12.93,17.17,23.26,"19,640","22,220","26,900","35,720","48,370",,,Low Income
823,,miscellaneous protective service workers,642.0,33-9090,broad,"399,960",1.2,14.51,"30,180",0.7,8.82,9.88,12.58,17.84,22.08,"18,340","20,540","26,160","37,100","45,930",,,Low Income
824,,"lifeguards, ski patrol, and other recreational protective service workers",644.0,33-9092,detailed,"145,660",2.4,11.33,"23,570",1.1,8.33,9.06,10.24,12.07,16.04,"17,320","18,850","21,290","25,110","33,360",,,Low Income
825,,"protective service workers, all other",646.0,33-9099,detailed,"135,390",2.0,16.31,"33,930",0.8,9.55,11.02,14.54,19.16,25.83,"19,860","22,930","30,240","39,840","53,720",,,Middle Income
826,,food preparation and serving related occupations,647.0,35-0000,major,"13,193,090",0.1,11.88,"24,710",0.2,8.38,9.15,10.53,12.96,17.48,"17,440","19,040","21,910","26,960","36,350",,,Low Income
827,,supervisors of food preparation and serving workers,648.0,35-1000,minor,"1,058,870",0.5,17.89,"37,220",0.3,10.30,12.24,16.06,22.07,28.59,"21,430","25,460","33,400","45,900","59,470",,,Middle Income
828,,cooks and food preparation workers,652.0,35-2000,minor,"3,207,700",0.4,12.04,"25,040",0.2,8.66,9.69,11.36,13.80,16.70,"18,000","20,160","23,620","28,710","34,740",,,Low Income
829,,"cooks, fast food",654.0,35-2011,detailed,"503,780",1.8,10.39,"21,610",0.3,8.24,9.00,10.12,11.50,13.17,"17,140","18,730","21,040","23,910","27,400",,,Low Income
